"","Y","D","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"62",-15141,0,49,69555,18,4,1,1,1,0,1
"63",137000,0,39,54900,18,3,1,0,0,1,1
"64",21000,0,35,92277,12,4,1,1,0,0,1
"65",346749,0,57,128550,16,2,1,0,0,1,1
"66",9199,0,49,101946,12,6,1,1,0,0,1
"67",34112,0,57,67098,18,1,0,0,1,1,1
"68",126098,0,52,103164,18,6,1,1,1,1,1
"69",-5901,0,52,67746,18,3,1,1,1,0,1
"70",-409000,0,40,115584,14,2,1,1,0,0,1
"71",-3970,0,45,64791,14,4,1,1,1,0,0
"72",26000,0,36,77010,16,4,1,1,0,1,1
"73",32000,0,45,80550,13,3,1,1,1,1,0
"74",7900,0,34,56787,16,3,1,1,0,0,1
"75",-30240,0,25,85380,1,4,1,1,0,0,0
"76",-3900,0,26,57975,16,1,0,0,0,0,1
"77",2700,0,40,58974,16,5,1,1,1,1,1
"78",2499,0,56,56940,18,1,0,0,1,1,1
"79",87996,0,49,79023,18,4,1,1,1,1,1
"80",-11000,0,49,76860,15,6,1,1,1,0,1
"81",60400,0,43,103356,18,3,1,0,0,1,1
"82",12821,0,42,56550,16,4,1,0,0,1,1
"83",-11650,0,43,56589,12,4,1,1,0,1,1
"84",59100,0,57,74718,12,3,1,1,0,1,1
"85",31498,0,59,55356,9,4,1,1,0,1,1
"86",18613,0,34,56574,17,4,1,1,1,1,1
"87",1324445,0,59,242124,12,2,1,0,0,1,1
"88",-2000,0,39,62130,18,5,1,0,0,0,1
"89",6000,0,43,83886,14,5,1,1,0,1,1
"90",5968,0,42,55791,15,4,1,1,0,0,1
"91",15000,0,55,65124,13,2,1,1,1,0,1
"92",-7670,0,27,55365,14,3,1,1,0,0,0
"93",5800,0,33,84621,18,4,1,1,0,0,1
"94",-9900,0,50,87708,12,2,1,1,1,0,1
"95",8700,0,36,60702,12,4,1,1,1,0,1
"96",1500,0,38,108054,16,5,1,0,0,1,1
"97",40900,0,45,70755,17,2,1,1,0,1,1
"98",-3175,0,43,56133,14,4,1,1,0,0,1
"99",61366,0,44,61581,15,4,1,1,0,1,1
"100",-1062,0,29,59652,16,3,1,1,0,1,1
"101",32648,0,41,82524,12,2,1,0,0,1,1
"102",5004,0,51,137160,16,3,1,1,1,1,1
"103",1e+05,0,55,93336,18,4,1,1,1,0,1
"104",6900,0,45,76872,18,4,1,1,1,0,1
"105",73499,0,44,55344,15,4,1,0,0,0,1
"106",1089619,0,38,135405,17,3,1,1,0,1,1
"107",8798,0,44,83499,17,3,0,0,0,1,1
"108",89500,0,40,67128,14,2,1,0,0,1,1
"109",72964,0,59,55314,14,1,0,0,0,0,0
"110",57500,0,64,85080,14,2,1,0,0,1,1
"111",57000,0,29,58878,1,3,1,0,0,0,1
"112",170000,0,62,102744,13,3,1,1,0,1,1
"113",11750,0,50,76404,13,3,1,1,0,1,1
"114",17700,0,55,71757,18,4,1,1,1,0,1
"115",0,0,40,69120,14,7,1,1,0,0,0
"116",-5000,0,38,56430,12,3,1,1,0,0,0
"117",-1380,0,32,62352,17,1,0,0,0,1,1
"118",33249,0,49,87660,14,2,1,1,1,1,1
"119",18299,0,38,88200,14,3,1,0,0,1,1
"120",39411,0,44,104460,18,4,1,0,0,1,1
"121",47749,0,36,82656,14,4,1,0,0,1,1
"122",156100,0,38,107172,14,4,1,1,1,0,1
"123",-18600,0,39,63294,14,5,1,1,1,0,1
"124",66499,0,57,104346,18,2,0,0,0,0,0
"125",57996,0,46,81162,18,4,1,1,0,1,1
"126",37240,0,46,55074,13,6,1,1,1,0,1
"127",-2157,0,41,70275,14,4,1,1,0,0,1
"128",500,0,28,100026,8,2,0,0,0,0,0
"129",7000,0,33,76050,15,4,1,1,1,0,1
"130",5600,0,26,58260,12,3,1,1,0,0,1
"131",43198,0,47,84378,13,3,1,1,0,0,0
"132",-15100,0,30,55359,15,2,1,0,0,0,0
"133",2694,0,39,58578,16,2,1,1,0,0,1
"134",7492,0,35,77628,13,2,1,1,0,0,1
"135",-3000,0,46,62250,17,2,0,0,1,0,1
"136",24500,0,45,90300,16,4,1,1,0,1,1
"137",2672,0,43,94476,16,3,0,0,0,1,1
"138",299,0,39,63150,12,4,1,0,0,0,1
"139",2248,0,31,108135,12,4,1,1,0,0,0
"140",29000,0,48,59256,17,2,0,0,0,1,0
"141",-3701,0,27,56322,12,8,1,1,0,0,0
"142",6125,0,47,58407,12,4,1,1,0,1,1
"143",33300,0,47,60180,13,2,1,1,0,1,1
"144",22700,0,37,54324,12,3,1,1,1,0,1
"145",-700,0,38,80025,16,4,1,1,1,0,1
"146",-3332,0,49,59256,13,2,1,1,0,0,1
"147",-315701,0,35,89118,16,3,1,0,0,0,0
"148",-10843,0,42,54963,14,4,1,1,0,0,1
"149",95000,0,56,71748,12,3,1,1,1,1,1
"150",-750,0,35,69696,18,5,1,1,1,0,1
"151",23949,0,46,54585,16,4,1,1,1,1,1
"152",-7000,0,32,59958,12,4,1,1,0,0,1
"153",44500,0,42,83616,12,1,0,0,1,1,0
"154",115500,0,38,117651,17,4,1,1,0,1,1
"155",13425,0,64,59010,15,2,1,0,0,0,1
"156",50,0,29,54060,14,3,1,1,1,0,0
"157",49700,0,52,54600,12,4,0,0,0,1,1
"158",-2000,0,31,55554,14,5,1,1,0,0,1
"159",96354,0,40,63204,18,1,0,0,1,1,0
"160",3200,0,42,116262,18,4,1,1,0,0,0
"161",-3700,0,31,63858,12,5,1,0,0,0,1
"162",135573,0,53,106956,16,3,1,0,0,1,1
"163",72907,0,30,58080,18,4,1,1,0,0,1
"164",-3900,0,27,58446,16,2,1,1,0,0,0
"165",1900,0,53,96909,12,4,1,1,0,0,1
"166",8700,0,44,63255,17,5,1,1,1,0,1
"167",600,0,44,60480,12,2,1,1,0,0,1
"168",-5390,0,43,58599,12,5,1,1,0,0,1
"169",22058,0,30,62886,15,2,1,1,0,0,1
"170",25450,0,55,55326,18,1,0,0,0,1,0
"171",-41101,0,52,100086,14,2,1,0,0,1,0
"172",85500,0,34,102009,18,1,0,0,0,1,1
"173",11500,0,37,99159,16,1,0,0,0,1,0
"174",72057,0,47,74670,12,3,1,1,0,1,1
"175",8649,0,36,65505,17,4,1,1,1,0,1
"176",-22913,0,48,54504,12,3,1,0,0,0,0
"177",104698,0,44,109125,18,4,1,1,1,0,1
"178",-15800,0,37,60225,16,1,0,0,0,0,1
"179",42196,0,56,64332,12,5,1,0,0,0,1
"180",5000,0,47,76338,13,4,1,1,0,0,1
"181",2500,0,27,54300,18,1,0,0,1,0,1
"182",42000,0,59,105783,12,2,1,0,0,1,1
"183",46447,0,48,73017,18,3,1,1,0,1,1
"184",8215,0,28,68214,14,3,1,0,0,1,1
"185",56500,0,39,100692,16,6,1,0,0,0,1
"186",31169,0,36,82575,16,6,1,0,0,0,1
"187",8513,0,33,79500,16,4,1,0,0,0,1
"188",515,0,28,57612,16,2,1,1,0,0,1
"189",224500,0,44,92700,16,1,0,0,1,1,1
"190",225000,0,38,71703,16,1,0,0,0,1,1
"191",-665,0,33,58878,12,6,1,1,1,0,1
"192",2000,0,48,73650,17,4,1,1,1,0,1
"193",-932,0,33,58149,12,3,1,1,0,0,0
"194",5900,0,47,64500,15,3,1,1,0,0,1
"195",9800,0,28,56082,17,2,1,1,0,0,0
"196",22500,0,61,64050,12,2,1,1,1,1,1
"197",-1690,0,44,54492,15,2,1,1,0,0,1
"198",5673,0,45,54738,13,4,1,1,0,0,1
"199",16550,0,36,67320,12,4,1,1,0,1,1
"200",11946,0,45,68457,16,5,1,1,0,1,1
"201",230097,0,48,71928,16,4,1,1,0,1,1
"202",13800,0,32,54411,13,4,1,1,0,1,1
"203",136000,0,57,76230,18,1,0,0,1,1,1
"204",8000,0,28,71259,16,2,1,1,0,0,1
"205",14900,0,42,92775,16,5,1,0,0,0,1
"206",26000,0,45,69552,18,4,1,1,1,0,1
"207",-2172,0,39,60594,16,4,1,1,0,0,1
"208",50192,0,63,65457,18,1,0,0,1,1,1
"209",-2800,0,45,68244,17,4,1,0,0,0,1
"210",131350,0,43,73710,18,2,1,0,0,1,1
"211",13500,0,27,59901,15,2,1,1,0,1,1
"212",-9000,0,33,109608,18,4,1,1,0,0,1
"213",264100,0,56,92790,14,2,1,1,0,1,1
"214",125599,0,44,77730,12,4,1,1,0,1,1
"215",66691,0,49,85515,18,2,1,1,0,0,1
"216",-200,0,43,89175,18,3,1,1,1,0,1
"217",23750,0,63,80796,12,2,1,1,0,1,1
"218",2049,0,40,59523,14,3,1,1,0,0,1
"219",4500,0,35,93129,16,4,1,1,1,0,1
"220",12000,0,62,68076,16,5,1,0,0,0,1
"221",161626,0,48,107922,15,4,1,0,0,1,1
"222",18000,0,51,57291,14,2,1,1,1,1,1
"223",5719,0,42,61744,12,3,1,0,0,1,1
"224",55798,0,52,56514,18,2,0,0,0,1,1
"225",-4537,0,41,95706,16,5,1,0,0,1,0
"226",95999,0,34,77334,12,3,1,1,0,1,1
"227",21299,0,49,56646,12,2,1,1,1,0,1
"228",45060,0,54,90234,14,2,1,1,0,1,1
"229",28700,0,36,55152,12,4,1,1,0,1,1
"230",17407,0,38,99330,18,3,1,1,1,1,1
"231",-13092,0,26,55311,18,2,1,1,1,0,0
"232",-1750,0,27,71598,15,2,1,1,0,0,1
"233",111200,0,47,60960,11,2,1,1,0,1,1
"234",214300,0,43,84900,18,3,1,1,1,1,1
"235",47700,0,62,65028,12,2,1,0,0,1,1
"236",7765,0,37,58143,14,2,1,1,0,1,1
"237",35883,0,39,56913,16,3,1,1,0,1,1
"238",-1240,0,40,61398,14,4,1,0,0,0,1
"239",1305500,0,59,199041,16,3,1,0,0,1,1
"240",-11200,0,31,63303,12,4,1,0,0,1,1
"241",90349,0,35,54960,12,4,1,1,0,0,1
"242",4999,0,34,60108,18,2,1,1,0,0,0
"243",-8752,0,38,59229,12,5,1,1,0,0,1
"244",-9400,0,27,59331,12,2,1,1,0,0,1
"245",29000,0,36,95592,17,4,1,1,0,1,1
"246",34420,0,42,90000,18,5,1,1,0,1,1
"247",-1275,0,25,56664,15,2,0,0,1,0,0
"248",1400,0,33,54966,18,3,1,1,0,0,1
"249",-2800,0,33,62808,16,3,1,1,1,0,1
"250",-1800,0,52,66603,12,3,1,1,1,0,1
"251",8000,0,29,102996,12,4,1,0,0,0,1
"252",72450,0,29,67575,18,2,1,1,0,1,0
"253",6049,0,44,67602,16,7,1,1,1,1,1
"254",65330,0,42,61857,14,5,1,1,1,1,1
"255",2000,0,29,57870,13,4,1,0,0,0,1
"256",133249,0,54,65661,12,4,1,1,0,1,1
"257",73000,0,48,66450,12,2,1,1,1,1,1
"258",1594,0,30,57585,18,3,1,1,0,0,0
"259",-2195,0,31,69936,16,4,1,1,0,0,1
"260",999,0,31,55200,16,3,1,1,0,0,1
"261",12898,0,41,84495,18,6,1,1,1,0,1
"262",25000,0,40,70650,15,4,1,1,1,1,1
"263",-500,0,29,62520,16,2,1,0,0,0,0
"264",97500,0,41,57657,3,3,1,0,0,1,1
"265",93800,0,54,75876,14,2,1,1,0,1,1
"266",-15000,0,26,97998,18,1,0,0,0,0,0
"267",1350,0,38,55350,16,4,1,1,0,0,0
"268",1348,0,56,82977,17,2,1,1,1,0,1
"269",88868,0,61,59940,10,2,1,0,0,1,1
"270",47000,0,56,91692,12,2,1,1,0,0,1
"271",70010,0,61,121722,16,2,1,0,0,0,1
"272",4950,0,43,54723,16,3,1,1,1,1,1
"273",89410,0,51,65865,12,2,1,1,0,1,1
"274",-10500,0,32,67422,12,4,1,1,0,0,0
"275",50025,0,29,64560,16,2,1,1,1,0,0
"276",58121,0,51,136914,12,2,1,1,1,0,1
"277",55000,0,63,55500,15,2,1,0,0,1,1
"278",226048,0,51,63225,16,3,0,0,0,1,1
"279",-4000,0,57,92160,12,2,1,1,0,0,0
"280",115500,0,62,61680,12,2,1,0,0,1,1
"281",13209,0,46,73785,12,4,1,1,1,1,1
"282",1400,0,27,86790,12,4,1,1,0,0,0
"283",12899,0,42,58938,16,3,1,1,1,1,1
"284",7234,0,54,98784,12,3,1,1,0,0,1
"285",219699,0,59,144534,18,2,1,0,1,1,1
"286",1600,0,39,77919,17,6,1,1,0,0,1
"287",2150,0,46,77235,12,5,1,1,1,0,1
"288",11900,0,55,56598,17,4,1,1,0,0,1
"289",-11700,0,37,56529,12,2,1,1,1,0,1
"290",14299,0,44,73902,16,4,1,1,1,0,1
"291",49800,0,43,57645,18,2,0,0,1,0,0
"292",9000,0,48,61830,12,3,1,0,0,0,1
"293",-6001,0,45,58578,13,2,1,1,0,1,1
"294",52150,0,41,59400,12,1,0,0,1,0,1
"295",2175,0,49,54063,12,4,1,1,1,0,1
"296",-7201,0,38,95955,16,3,1,1,1,0,1
"297",130200,0,48,92064,16,5,1,1,1,1,1
"298",1e+05,0,59,100941,12,2,1,1,0,1,1
"299",43099,0,57,89514,16,3,1,0,0,1,1
"300",-7100,0,43,59208,12,4,1,1,0,0,1
"301",39800,0,40,132057,16,4,1,1,1,1,0
"302",-900,0,62,69960,16,9,1,0,1,0,1
"303",82650,0,53,121836,12,3,1,1,0,1,1
"304",3599,0,42,55740,13,5,1,1,0,0,0
"305",110500,0,56,96147,13,3,1,0,0,1,1
"306",51250,0,40,120750,18,5,1,1,1,1,1
"307",35015,0,38,53925,18,1,0,0,0,0,0
"308",9370,0,57,55539,12,2,1,1,0,1,1
"309",25699,0,28,58923,16,2,1,1,0,1,1
"310",-1500,0,46,96060,12,1,0,0,0,0,0
"311",-1530,0,42,75036,13,5,1,1,0,1,1
"312",-915,0,39,54066,17,5,1,1,1,0,1
"313",34890,0,45,65040,14,2,1,1,0,1,1
"314",1163,0,32,55680,12,5,1,1,0,0,1
"315",16700,0,64,65373,16,2,1,0,0,0,1
"316",290,0,45,63300,12,2,1,1,0,1,0
"317",-3300,0,39,60030,15,5,1,0,0,0,1
"318",281,0,45,57675,18,4,1,1,1,0,1
"319",7455,0,40,68850,15,2,1,1,1,0,1
"320",99789,0,61,66528,12,2,1,0,0,1,1
"321",500,0,40,62745,11,7,1,1,1,0,1
"322",38400,0,41,54210,16,3,1,1,0,1,1
"323",66700,0,58,100329,15,3,1,1,0,0,1
"324",360413,0,63,71535,18,2,1,0,0,1,1
"325",54000,0,38,80613,18,4,1,1,0,1,1
"326",140600,0,40,59340,16,4,1,1,0,1,1
"327",136100,0,55,63972,15,2,1,1,0,1,1
"328",10175,0,31,65334,12,4,1,1,0,0,1
"329",81700,0,51,56883,13,2,0,0,0,1,1
"330",43320,0,53,55266,14,3,1,0,0,1,0
"331",157350,0,46,73620,16,3,1,0,0,1,1
"332",-6000,0,30,60870,12,4,1,1,0,0,1
"333",87897,0,59,79545,18,2,1,0,0,1,1
"334",-14000,0,49,89100,18,4,1,1,1,0,1
"335",109000,0,54,58653,15,3,0,0,1,1,1
"336",74800,0,51,66573,16,4,1,1,0,1,1
"337",13200,0,47,57600,8,2,1,0,0,1,1
"338",53699,0,55,54963,12,2,1,0,0,0,1
"339",40999,0,32,68169,18,4,1,1,1,1,1
"340",0,0,44,79041,16,1,0,0,1,0,0
"341",90294,0,54,98907,16,2,1,1,0,1,1
"342",36741,0,34,56409,14,5,1,0,0,1,1
"343",27400,0,50,60300,12,2,1,1,0,1,1
"344",178915,0,36,77316,14,6,1,0,0,0,1
"345",78300,0,32,83652,12,4,1,1,0,1,1
"346",-10900,0,38,54765,14,4,1,0,0,0,1
"347",-355,0,41,70671,14,4,1,1,1,0,1
"348",93300,0,45,105300,14,2,1,1,0,1,1
"349",2000,0,41,82200,12,4,1,1,1,0,1
"350",-7000,0,52,53955,12,4,1,1,0,0,1
"351",1010,0,29,76650,16,2,1,1,0,0,1
"352",79400,0,55,68760,9,2,1,0,0,0,0
"353",-13551,0,34,62703,13,4,1,1,0,0,1
"354",1295,0,36,56160,14,3,0,0,0,0,0
"355",-4500,0,54,65550,16,3,1,1,1,0,1
"356",-3875,0,41,56334,17,3,1,1,1,0,1
"357",-20050,0,43,74955,14,4,1,1,1,0,1
"358",5050,0,32,95961,17,2,1,1,1,1,0
"359",-360,0,34,72375,12,4,1,1,0,0,1
"360",-8005,0,39,74649,18,4,1,1,1,0,1
"361",-2400,0,54,61692,12,3,1,1,0,1,1
"362",23800,0,30,91500,18,1,0,0,0,0,0
"363",-19450,0,28,68229,18,1,0,0,0,0,1
"364",-8700,0,45,61830,13,3,1,1,0,0,1
"365",250999,0,50,162597,18,4,1,0,0,1,1
"366",35000,0,34,92097,18,4,1,0,0,0,1
"367",53258,0,37,85926,15,3,1,1,0,1,1
"368",110000,0,45,94776,18,1,0,0,0,0,1
"369",7997,0,39,62610,18,3,1,1,0,1,1
"370",92800,0,52,100596,18,2,0,0,0,0,1
"371",6973,0,44,84993,14,3,1,1,0,0,1
"372",345603,0,52,110952,12,5,1,1,0,1,1
"373",1499,0,46,56094,12,2,1,1,1,0,1
"374",-2400,0,46,56388,18,5,1,1,1,0,1
"375",255,0,38,57609,12,4,1,1,0,0,1
"376",16500,0,33,108300,16,4,1,1,0,1,1
"377",6368,0,31,62730,16,3,1,0,0,1,1
"378",-7751,0,55,56103,12,5,1,1,0,1,1
"379",62950,0,40,99567,18,4,1,0,0,1,1
"380",2900,0,42,69375,16,1,0,0,0,0,0
"381",230500,0,45,76428,18,2,1,1,1,1,1
"382",185500,0,51,65220,18,3,1,0,0,1,1
"383",6971,0,32,74862,18,3,1,1,1,1,1
"384",35499,0,27,77781,18,2,1,1,1,1,1
"385",17600,0,37,59580,12,3,1,1,0,1,1
"386",4256,0,38,55377,12,4,1,1,0,1,1
"387",12250,0,46,61521,12,5,0,0,1,1,1
"388",90500,0,38,101886,16,2,0,0,1,1,1
"389",175999,0,63,61476,16,2,1,1,0,1,1
"390",-17300,0,42,73362,14,5,1,1,0,0,1
"391",34418,0,32,169404,17,2,1,1,0,1,1
"392",0,0,38,92253,18,3,0,0,1,1,0
"393",29648,0,30,85569,16,2,1,1,0,1,0
"394",-8538,0,31,57786,18,2,1,1,0,0,0
"395",300,0,49,60150,14,3,1,1,1,0,1
"396",13400,0,34,55986,13,6,1,0,0,0,1
"397",7999,0,47,74970,12,4,1,1,1,0,1
"398",184100,0,61,97044,16,2,1,0,0,1,1
"399",600,0,32,62700,13,2,0,0,0,0,0
"400",-2480,0,32,61722,13,3,1,1,0,0,1
"401",17700,0,41,61953,14,4,1,1,1,0,1
"402",110100,0,51,58959,14,1,0,0,0,1,0
"403",334576,0,49,110760,18,4,1,1,0,1,1
"404",32500,0,53,101949,12,3,1,0,0,1,1
"405",133,0,49,56253,12,3,1,1,1,0,0
"406",42600,0,42,79650,12,3,1,1,0,1,1
"407",3699,0,48,70590,18,4,1,1,1,0,1
"408",47000,0,39,59400,12,3,1,1,0,0,1
"409",223075,0,30,63750,16,1,0,0,1,1,0
"410",-14500,0,35,70290,12,4,1,0,0,0,1
"411",-12300,0,36,67005,14,5,1,0,0,0,1
"412",8420,0,42,66111,17,4,1,1,0,0,1
"413",0,0,47,57924,12,4,1,0,0,0,0
"414",-2000,0,46,70830,12,4,1,1,0,0,1
"415",-5700,0,27,64875,16,4,1,1,0,0,1
"416",-7700,0,37,56346,14,4,1,1,0,0,1
"417",6900,0,37,69009,16,4,1,1,1,1,1
"418",-11900,0,32,69720,15,3,1,1,1,0,0
"419",29880,0,49,95460,17,5,1,1,0,0,1
"420",81698,0,55,81840,16,2,1,1,0,1,1
"421",-30590,0,35,55770,16,3,1,1,0,1,0
"422",38200,0,39,109392,18,5,1,1,1,0,1
"423",24612,0,60,62700,16,3,1,0,0,1,1
"424",48528,0,58,63360,13,2,1,1,0,1,1
"425",12726,0,38,85092,13,4,1,1,0,0,1
"426",86000,0,45,60654,10,2,1,1,1,1,1
"427",-3200,0,41,93612,18,5,1,1,0,0,1
"428",0,0,59,58896,18,1,0,0,1,0,0
"429",126500,0,51,62580,16,2,1,1,1,1,1
"430",13100,0,33,72582,14,4,1,1,0,1,1
"431",74000,0,48,151572,18,3,1,1,1,1,1
"432",41445,0,50,60426,13,2,1,1,1,1,1
"433",10900,0,35,71700,16,3,1,1,0,0,1
"434",2000,0,54,59346,11,2,1,0,0,0,1
"435",30000,0,43,110820,12,5,1,1,0,1,1
"436",-130090,0,59,126576,12,3,1,0,0,1,1
"437",6200,0,49,134490,18,5,1,1,1,1,1
"438",4150,0,33,73680,18,2,1,1,0,0,1
"439",4876,0,46,55818,12,4,1,1,1,0,1
"440",55300,0,57,74856,18,2,1,1,1,0,1
"441",30814,0,35,57828,12,2,1,1,0,0,1
"442",32399,0,42,58305,12,5,1,1,0,0,1
"443",95299,0,59,79323,18,2,1,0,0,1,1
"444",4600,0,48,70368,12,3,1,1,0,0,1
"445",-5900,0,44,106086,15,4,1,0,0,1,1
"446",39600,0,44,115506,18,5,1,1,1,0,1
"447",21417,0,55,54360,16,2,1,1,0,1,1
"448",32600,0,38,61362,18,5,1,1,0,1,1
"449",115190,0,62,57345,15,2,1,1,0,1,1
"450",-2800,0,35,71310,16,4,1,1,0,0,1
"451",46669,0,34,86760,13,4,1,0,0,1,0
"452",2500,0,35,56868,13,2,1,1,1,0,0
"453",4620,0,53,88422,17,5,1,1,0,1,1
"454",0,0,32,66897,16,3,1,0,0,0,1
"455",89448,0,50,99810,12,5,1,0,0,0,1
"456",19940,0,33,74568,18,2,1,1,0,0,1
"457",-10600,0,39,97722,12,6,1,1,0,0,1
"458",7500,0,63,78750,18,4,1,1,1,0,1
"459",9206,0,43,81558,18,2,1,0,0,1,1
"460",157075,0,54,95634,16,2,1,1,0,1,1
"461",30999,0,35,97752,15,3,1,1,0,1,1
"462",2800,0,36,81510,14,5,1,1,0,1,1
"463",62500,0,60,55476,12,2,0,0,1,1,1
"464",32900,0,40,54204,18,3,1,1,1,0,1
"465",76550,0,45,79317,12,3,1,1,0,1,1
"466",9000,0,45,61560,16,4,1,1,0,1,1
"467",6940,0,48,61665,12,3,1,1,0,1,1
"468",-88000,0,53,75012,15,2,1,1,0,1,1
"469",71828,0,58,70992,12,2,1,0,0,1,1
"470",-3700,0,49,60000,14,5,1,1,0,0,1
"471",2000,0,33,79713,18,1,0,0,0,0,0
"472",27299,0,51,75162,13,2,1,1,0,1,1
"473",26000,0,35,71340,14,2,1,1,0,1,1
"474",75550,0,33,78519,17,2,1,1,0,1,1
"475",10948,0,30,59253,14,2,1,1,0,0,1
"476",3000,0,26,70443,16,2,1,1,0,1,0
"477",-9505,0,33,54288,12,4,1,1,0,0,1
"478",-5989,0,36,118599,14,4,1,1,0,0,1
"479",103200,0,39,88200,14,1,0,0,1,1,0
"480",88900,0,61,83301,18,2,1,1,1,1,1
"481",-1021,0,41,57795,18,4,1,0,0,0,1
"482",4000,0,37,83925,12,1,0,0,0,0,0
"483",8675,0,44,55230,16,3,1,1,1,1,1
"484",4999,0,41,60600,12,5,1,1,1,0,1
"485",106000,0,51,104802,14,2,1,0,0,1,1
"486",11400,0,25,55890,14,2,1,1,0,1,1
"487",24109,0,47,88413,12,3,1,1,0,0,1
"488",-5365,0,42,72039,16,3,0,0,1,0,1
"489",39354,0,61,70557,12,2,1,0,0,1,1
"490",23397,0,26,63432,12,2,1,1,0,1,1
"491",75000,0,55,60705,16,2,1,0,1,0,1
"492",15350,0,42,56046,16,2,1,1,1,0,1
"493",17899,0,52,72672,12,3,1,1,1,0,1
"494",9200,0,39,55716,17,1,0,0,0,0,0
"495",88999,0,58,73686,12,3,1,1,0,1,1
"496",3098,0,62,74589,16,3,1,0,1,0,1
"497",1910,0,30,60378,14,2,1,1,0,0,1
"498",92129,0,47,95433,16,5,1,0,0,1,1
"499",45400,0,57,100620,16,3,1,0,0,1,1
"500",5073,0,39,68712,16,4,1,1,0,1,0
"501",10600,0,39,70650,12,2,1,1,1,1,1
"502",17900,0,58,58959,12,2,1,0,0,0,1
"503",81500,0,61,129996,16,2,1,0,0,1,1
"504",-2600,0,46,59736,12,3,1,1,0,0,1
"505",15204,0,33,57753,12,4,1,1,0,1,1
"506",82949,0,63,61245,12,3,1,0,0,1,1
"507",24000,0,43,104778,12,3,1,1,1,1,1
"508",-11100,0,40,59685,14,3,1,1,0,0,1
"509",15050,0,39,61863,16,6,1,0,0,1,0
"510",102676,0,53,64158,12,3,1,1,0,1,1
"511",398600,0,49,105330,16,2,1,1,0,1,1
"512",2399,0,29,68898,12,4,1,1,0,0,1
