"","Y","D","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"76",-5100,0,35,38244,16,3,1,1,0,0,0
"77",-550,0,43,14292,12,3,1,0,0,0,1
"78",-1400,0,37,24231,13,4,1,1,0,0,1
"79",800,0,32,25314,12,1,0,0,0,0,0
"80",-50,0,30,12051,18,1,0,0,0,0,0
"81",3000,0,53,30780,8,4,1,1,1,0,1
"82",62800,0,57,61500,13,3,1,0,0,1,1
"83",-9100,0,29,49200,17,2,1,1,0,0,1
"84",0,0,49,11730,4,6,1,0,0,0,0
"85",24999,0,49,63396,16,3,1,0,0,0,1
"86",10,0,34,7329,16,1,0,0,0,0,0
"87",0,0,26,17952,15,1,0,0,0,0,0
"88",0,0,37,18942,14,4,0,0,0,0,0
"89",-5000,0,25,27480,12,3,1,1,0,0,1
"90",20,0,57,6885,12,2,0,0,0,0,1
"91",200,0,28,17370,12,1,0,0,0,0,0
"92",0,0,32,37593,16,4,1,1,1,0,0
"93",-1345,0,63,16575,11,2,1,1,0,0,0
"94",-3250,0,27,29766,14,2,1,0,0,0,1
"95",11700,0,38,77124,17,1,0,0,0,1,1
"96",3720,0,60,2307,10,2,0,0,0,0,1
"97",-1600,0,28,29922,11,6,1,1,0,0,1
"98",26600,0,38,80550,18,2,1,1,0,1,1
"99",2700,0,44,32460,14,2,1,0,1,0,1
"100",49,0,38,39420,14,4,1,1,0,0,1
"101",0,0,42,18000,1,1,0,0,0,0,1
"102",15599,0,61,19278,8,1,0,0,1,1,0
"103",2905,0,51,19956,12,3,1,0,0,0,1
"104",15970,0,37,7182,18,1,0,0,0,0,1
"105",-86500,0,57,47193,12,2,1,1,0,0,0
"106",-4200,0,27,13200,12,2,0,0,0,0,0
"107",-2415,0,38,14892,12,5,1,1,0,0,0
"108",0,0,29,13500,12,2,0,0,0,0,0
"109",44,0,46,72099,16,2,1,0,0,0,1
"110",90930,0,36,93648,18,2,1,1,0,1,0
"111",4700,0,56,48690,12,3,1,1,1,1,1
"112",-712,0,30,9009,6,4,1,0,0,0,0
"113",-635,0,29,36213,9,6,1,1,0,0,0
"114",0,0,26,10200,14,1,0,0,0,0,0
"115",-2200,0,34,43716,12,3,1,1,1,0,0
"116",-5055,0,59,9078,6,2,1,0,0,0,1
"117",5399,0,31,13479,12,3,1,0,0,1,0
"118",-2100,0,29,31569,17,4,1,0,0,0,1
"119",600,0,49,17874,12,2,0,0,0,0,1
"120",7299,0,31,43005,12,2,1,1,0,1,1
"121",15100,0,33,33885,16,2,1,1,0,0,1
"122",0,0,40,10260,12,1,0,0,0,0,0
"123",31791,0,53,23721,13,1,0,0,1,1,1
"124",-400,0,30,23118,16,1,0,0,1,0,0
"125",-12000,0,32,25305,12,3,1,1,0,0,1
"126",499,0,47,49206,16,4,1,1,0,0,1
"127",4500,0,33,30075,6,3,1,1,0,0,1
"128",-10525,0,30,35058,16,2,1,1,0,0,0
"129",-170,0,43,15330,10,5,1,0,0,0,0
"130",0,0,26,22080,12,3,0,0,1,0,0
"131",1000,0,44,65400,16,4,1,1,1,0,0
"132",-9764,0,43,11454,12,5,1,0,0,0,1
"133",17075,0,35,30300,18,2,0,0,0,0,1
"134",2010,0,48,29238,10,4,1,0,0,0,1
"135",600,0,42,10428,12,3,0,0,0,0,1
"136",41549,0,39,84111,18,1,0,0,1,1,1
"137",26564,0,45,70035,10,2,0,0,0,0,0
"138",0,0,40,10560,12,2,0,0,0,0,0
"139",44763,0,62,40500,11,3,1,1,0,1,1
"140",1600,0,36,31869,16,1,0,0,0,1,0
"141",10029,0,30,21306,16,2,0,0,0,0,1
"142",29715,0,35,74178,14,4,1,0,0,0,1
"143",4144,0,44,47769,12,6,1,0,0,0,1
"144",-18500,0,56,12024,12,2,0,0,0,0,1
"145",-1564,0,49,22395,12,5,1,1,1,0,1
"146",385000,0,43,50484,12,3,0,0,0,1,1
"147",-4000,0,45,42576,16,1,0,0,1,0,0
"148",0,0,38,10443,12,4,0,0,0,0,0
"149",1800,0,32,19224,14,1,0,0,1,0,0
"150",1500,0,32,34455,13,3,1,1,0,1,1
"151",-21070,0,27,33453,16,3,1,1,1,0,1
"152",12500,0,44,21234,15,1,0,0,1,1,1
"153",6000,0,32,21930,14,1,0,0,0,0,0
"154",-5000,0,48,45165,12,3,1,1,0,0,1
"155",-300,0,39,20760,12,2,1,1,0,0,1
"156",-3900,0,31,27150,12,3,0,0,0,0,0
"157",850,0,26,16116,13,3,1,0,0,0,0
"158",-595,0,31,31536,12,4,1,1,1,0,1
"159",12877,0,31,37461,12,4,1,1,0,0,1
"160",60300,0,38,110181,12,5,1,1,0,1,0
"161",30,0,35,24123,14,3,0,0,1,0,0
"162",-15565,0,35,28782,13,5,1,1,0,0,1
"163",1500,0,42,36666,18,3,1,1,0,0,1
"164",300,0,44,72975,10,3,1,1,1,0,1
"165",-5250,0,48,49656,12,3,1,1,0,0,0
"166",-10491,0,36,36267,15,4,1,1,0,0,1
"167",1300,0,35,55374,12,3,1,1,0,1,1
"168",0,0,28,22833,12,3,0,0,0,0,0
"169",-2000,0,37,69120,16,3,1,1,0,0,0
"170",1000,0,34,24465,11,3,1,1,0,0,0
"171",454,0,46,80862,17,5,1,1,1,0,1
"172",209,0,30,33420,12,4,1,1,0,0,0
"173",1460,0,54,7440,8,1,0,0,1,0,1
"174",-9600,0,47,15141,12,2,1,0,0,0,1
"175",4572,0,34,20667,12,4,1,1,0,1,0
"176",25699,0,52,30870,13,3,1,1,0,0,1
"177",2924,0,27,16860,12,1,0,0,0,0,0
"178",0,0,43,16080,14,1,0,0,0,0,0
"179",26000,0,40,52998,18,1,0,0,1,0,1
"180",740,0,28,16830,13,1,0,0,1,0,0
"181",4000,0,63,37320,8,2,1,0,0,0,1
"182",1799,0,54,53133,18,3,1,1,0,0,0
"183",100,0,35,28998,12,3,0,0,1,0,0
"184",4500,0,59,7740,7,2,1,0,0,0,1
"185",-300,0,33,13755,12,3,0,0,1,0,0
"186",200,0,30,42315,14,2,1,1,0,0,1
"187",200,0,58,20490,12,4,1,1,0,0,1
"188",-397,0,35,21177,12,4,0,0,0,0,0
"189",0,0,35,21735,12,4,1,1,0,0,0
"190",-9550,0,42,12600,12,1,0,0,0,0,1
"191",130812,0,59,45519,12,2,1,1,0,1,1
"192",49,0,48,26958,13,3,1,0,0,0,0
"193",4600,0,32,50970,15,2,1,0,0,0,1
"194",50,0,43,39612,12,2,1,1,0,0,1
"195",-1951,0,31,24012,13,2,1,1,0,0,0
"196",-2854,0,54,28059,16,5,1,1,0,1,0
"197",0,0,27,16200,12,1,0,0,0,0,0
"198",1800,0,45,14850,12,2,0,0,0,0,1
"199",41499,0,58,20976,13,1,0,0,0,0,1
"200",-3386,0,29,16902,1,7,1,0,0,0,0
"201",-400,0,63,11877,12,3,0,0,0,0,0
"202",-6397,0,43,11103,14,4,0,0,0,0,0
"203",-1700,0,29,39051,16,1,0,0,0,0,0
"204",-500,0,51,19968,18,2,0,0,0,0,1
"205",-225,0,44,42744,13,2,1,1,1,0,0
"206",8400,0,38,78396,16,4,1,1,0,1,1
"207",-11635,0,37,34803,11,5,1,1,0,0,1
"208",2750,0,44,10446,12,5,1,0,0,0,1
"209",67600,0,44,34755,1,4,1,0,0,0,1
"210",31,0,29,15174,12,4,0,0,0,0,1
"211",-165,0,37,20421,13,1,0,0,0,0,0
"212",28999,0,42,55110,12,4,1,1,0,1,1
"213",500,0,38,28050,12,4,1,0,0,0,1
"214",50,0,40,12120,12,4,0,0,1,0,1
"215",0,0,31,28080,12,3,1,1,0,0,1
"216",-101436,0,31,42555,13,3,1,1,0,0,0
"217",3399,0,31,37509,16,1,0,0,0,0,0
"218",0,0,35,9042,12,1,0,0,1,0,0
"219",4210,0,42,57180,18,4,1,1,0,0,1
"220",131,0,39,11604,18,3,1,1,0,0,1
"221",-1804,0,27,23400,5,3,1,1,0,0,0
"222",259,0,62,20622,16,1,0,0,0,0,1
"223",599,0,27,10836,14,3,0,0,0,0,1
"224",1490,0,38,12816,10,4,1,0,0,0,1
"225",3450,0,33,43830,15,3,1,1,0,1,1
"226",2225,0,60,22986,12,2,1,1,0,1,1
"227",3000,0,60,37794,13,2,1,1,0,1,0
"228",100,0,52,4890,10,1,0,0,0,0,1
"229",294,0,61,19545,12,3,1,1,0,0,1
"230",700,0,31,19860,14,1,0,0,0,0,0
"231",52000,0,61,13206,12,4,0,0,0,1,1
"232",89900,0,49,23250,12,1,0,0,0,1,1
"233",1258,0,34,60615,14,4,1,1,0,1,1
"234",4000,0,31,23529,16,1,0,0,1,0,0
"235",3800,0,29,37704,12,3,1,1,0,0,1
"236",8199,0,33,24612,6,5,0,0,0,0,1
"237",-13600,0,33,38550,14,3,1,1,0,1,0
"238",195000,0,44,128700,17,4,1,1,1,1,1
"239",-450,0,31,12816,12,4,0,0,0,0,0
"240",0,0,47,37800,14,2,0,0,0,0,1
"241",-7451,0,40,17880,12,3,0,0,0,0,0
"242",-7920,0,41,19641,12,3,0,0,0,0,1
"243",0,0,36,5103,12,2,0,0,0,0,0
"244",30,0,29,12756,12,1,0,0,0,0,0
"245",0,0,33,4845,12,3,0,0,0,0,0
"246",12192,0,27,31830,15,3,1,1,0,1,1
"247",99,0,42,23430,13,5,0,0,0,0,0
"248",900,0,36,42114,15,6,1,1,0,0,0
"249",5000,0,32,11100,1,5,1,0,0,0,0
"250",0,0,26,5280,12,1,0,0,0,0,1
"251",-6301,0,39,37569,12,4,1,1,0,0,0
"252",24900,0,45,43239,12,1,0,0,1,1,1
"253",59061,0,63,71184,12,2,1,1,0,1,1
"254",-350,0,31,59544,16,4,1,1,1,0,1
"255",0,0,30,4200,11,6,0,0,1,0,0
"256",0,0,46,7668,8,2,0,0,0,0,1
"257",0,0,55,7872,11,2,0,0,0,0,0
"258",-2100,0,38,31896,15,5,1,1,1,0,1
"259",0,0,25,14439,9,3,1,0,0,0,0
"260",3899,0,34,19713,12,3,1,0,0,0,0
"261",28000,0,41,31254,18,1,0,0,1,0,1
"262",62300,0,35,63525,18,1,0,0,0,1,0
"263",-6600,0,43,31800,12,3,0,0,1,0,1
"264",-451,0,60,24996,10,4,1,1,1,0,1
"265",0,0,51,36450,12,3,1,0,0,0,1
"266",2600,0,60,21072,15,2,1,1,0,0,0
"267",200,0,49,18012,12,2,0,0,0,0,1
"268",-600,0,42,12240,12,3,1,0,0,0,0
"269",734,0,53,31386,12,3,1,0,0,0,1
"270",-4850,0,34,21645,14,2,0,0,1,0,0
"271",-633,0,56,17724,13,3,1,0,0,0,1
"272",14800,0,53,37482,12,3,1,1,0,1,1
"273",-3300,0,58,27639,10,2,1,0,0,0,1
"274",360,0,26,30720,16,1,0,0,0,0,1
"275",2549,0,38,18438,11,6,1,0,0,0,0
"276",-800,0,38,19125,12,7,1,0,0,0,0
"277",12000,0,35,13704,12,6,1,0,0,1,1
"278",749,0,53,34185,12,1,0,0,1,0,1
"279",-40300,0,28,51660,18,1,0,0,0,0,1
"280",0,0,35,1920,12,4,1,0,0,0,0
"281",-3650,0,37,20424,11,4,1,0,0,0,1
"282",-400,0,34,21600,13,3,1,1,0,0,0
"283",4700,0,36,56118,16,1,0,0,1,1,1
"284",-425,0,28,20148,12,5,1,1,1,0,0
"285",-1150,0,44,16806,12,3,1,0,0,0,1
"286",-1093,0,31,13317,15,4,1,1,0,0,1
"287",-100,0,31,20475,17,1,1,0,0,0,0
"288",-3000,0,51,8730,12,2,1,0,0,0,1
"289",-150,0,28,19500,12,1,0,0,0,0,0
"290",-16000,0,54,27858,6,4,1,0,0,0,1
"291",-1700,0,36,41694,14,2,1,1,1,0,1
"292",0,0,40,8850,12,1,0,0,0,0,0
"293",0,0,29,7650,12,1,0,0,0,0,0
"294",7499,0,25,51450,12,2,0,0,0,0,1
"295",-57200,0,47,10542,12,2,1,0,0,0,1
"296",0,0,49,15300,15,1,0,0,0,0,0
"297",86500,0,35,102171,18,4,1,0,1,1,1
"298",-5100,0,40,45231,13,3,0,0,0,0,1
"299",-2674,0,30,13152,10,3,0,0,0,0,1
"300",37316,0,38,27813,11,3,1,1,0,1,1
"301",6048,0,49,39123,12,3,1,1,0,0,1
"302",-2200,0,32,36150,12,4,1,1,0,0,1
"303",110,0,52,39219,12,2,1,0,0,0,1
"304",-300,0,55,10800,12,3,0,0,0,0,1
"305",20649,0,58,20235,10,2,1,0,0,1,1
"306",-13300,0,38,62703,12,5,1,1,0,0,1
"307",310,0,43,23490,14,1,0,0,0,0,1
"308",-150,0,27,15888,12,2,0,0,0,0,1
"309",-9001,0,25,33729,18,1,0,0,0,0,0
"310",1875,0,29,55845,12,2,1,1,0,0,1
"311",-650,0,40,19209,15,2,0,0,0,0,1
"312",656,0,59,23976,14,2,1,0,0,0,1
"313",-32887,0,35,57156,12,4,1,1,0,0,1
"314",0,0,43,13743,12,1,0,0,0,0,0
"315",-11900,0,39,7470,12,1,0,0,1,0,0
"316",2550,0,36,77940,15,4,1,1,0,0,1
"317",-69300,0,46,16200,12,5,1,1,0,0,1
"318",3700,0,26,10404,9,1,0,0,0,0,1
"319",0,0,54,27240,16,5,0,0,1,0,0
"320",250,0,56,35742,12,3,1,0,0,0,1
"321",3660,0,63,28272,8,4,1,0,0,0,1
"322",39000,0,62,58272,11,1,0,0,1,0,1
"323",-1246,0,42,14307,12,6,1,0,0,0,0
"324",215750,0,41,66018,16,3,0,0,0,0,1
"325",-40650,0,38,6750,14,2,0,0,0,1,0
"326",130,0,42,27000,13,1,0,0,1,0,1
"327",11800,0,55,21801,12,3,0,0,1,1,1
"328",8000,0,45,36495,12,3,0,0,1,0,0
"329",469400,0,61,172092,12,2,1,0,0,1,1
"330",1225,0,35,24549,14,1,0,0,1,0,0
"331",1006499,0,40,82251,18,5,1,0,0,0,1
"332",-1000,0,32,53796,17,5,1,0,0,0,0
"333",-148,0,60,7650,6,1,0,0,0,0,1
"334",-3500,0,42,38817,12,2,1,1,0,0,1
"335",2398,0,31,19284,14,1,0,0,1,0,0
"336",-3500,0,41,18675,14,2,0,0,0,0,1
"337",20840,0,48,91230,12,3,1,1,1,1,1
"338",-1600,0,53,21816,10,1,0,0,1,0,0
"339",97333,0,63,44799,12,2,1,0,0,1,0
"340",4200,0,28,48060,15,4,1,1,0,1,1
"341",43399,0,55,76077,12,3,1,1,1,1,1
"342",5692,0,33,49845,18,2,1,1,0,1,1
"343",4000,0,31,27708,13,3,1,0,0,1,0
"344",25,0,29,14670,12,1,0,0,0,0,0
"345",-334,0,43,34299,18,2,0,0,0,0,1
"346",11658,0,38,4584,12,3,0,0,0,1,1
"347",0,0,28,19170,14,4,1,1,0,0,0
"348",16069,0,39,45762,17,4,1,0,0,1,1
"349",18000,0,52,21435,12,1,0,0,1,1,1
"350",250,0,57,39312,16,1,0,0,0,0,1
"351",6807,0,32,19035,12,4,1,0,1,0,1
"352",975,0,42,6639,12,1,0,0,0,1,1
"353",-4960,0,27,17004,13,3,0,0,0,0,0
"354",184500,0,36,118401,16,4,1,0,0,1,1
"355",20600,0,61,68220,12,2,1,1,0,1,1
"356",1500,0,33,16290,12,1,0,0,1,0,0
"357",-2650,0,38,29481,14,5,1,1,0,0,1
"358",10499,0,35,15144,15,4,1,0,0,1,0
"359",9645,0,33,22050,14,2,0,0,0,0,0
"360",5021,0,54,9600,12,3,1,0,0,0,1
"361",1200,0,30,22362,13,1,0,0,0,0,0
"362",-9000,0,40,14241,14,5,0,0,0,0,0
"363",1940,0,53,39192,10,2,1,1,0,1,1
"364",-9700,0,56,37869,11,3,1,1,0,0,1
"365",-1840,0,33,44388,12,5,1,0,0,0,1
"366",93521,0,54,52770,14,5,1,0,0,1,1
"367",1000,0,35,21450,12,5,1,0,0,0,1
"368",-160,0,36,9270,12,4,0,0,0,0,0
"369",-1200,0,25,28830,13,1,0,0,0,0,0
"370",2399,0,50,22200,12,1,0,0,1,0,1
"371",65897,0,56,39546,12,1,0,0,0,1,1
"372",-3690,0,43,37146,18,2,0,0,1,0,1
"373",42800,0,53,32559,12,3,1,1,0,1,1
"374",1200,0,29,15372,12,1,0,0,0,0,0
"375",-6569,0,25,14484,11,4,1,0,0,0,1
"376",300,0,36,57624,12,1,0,0,0,0,1
"377",15600,0,25,17793,18,1,0,0,0,0,0
"378",4000,0,49,48168,12,1,0,0,1,0,1
"379",1600,0,27,74970,12,5,1,0,0,0,1
"380",33926,0,59,43605,12,3,1,0,0,1,1
"381",0,0,45,2400,12,3,1,0,0,0,0
"382",21550,0,61,28926,16,5,1,1,0,1,1
"383",-250,0,41,31800,12,1,0,0,1,0,0
"384",8550,0,59,31350,12,1,0,0,0,1,0
"385",7500,0,60,43320,12,4,1,1,0,0,1
"386",-6600,0,32,52041,16,1,1,0,1,0,1
"387",-299750,0,42,53514,10,4,1,1,0,0,1
"388",0,0,42,16860,8,1,0,0,0,0,1
"389",0,0,28,6006,10,2,0,0,0,0,0
"390",-5100,0,31,33513,11,7,1,1,0,0,0
"391",4249,0,26,35325,12,2,0,0,0,0,1
"392",-2225,0,60,22440,12,2,1,1,0,0,1
"393",125,0,43,13896,12,2,0,0,0,0,1
"394",-4300,0,43,20583,16,4,0,0,1,0,0
"395",35900,0,33,39351,18,1,0,0,0,1,0
"396",400,0,58,12090,12,2,0,0,0,0,0
"397",46800,0,58,24804,12,2,0,0,0,1,1
"398",635,0,25,21630,16,1,0,0,0,1,0
"399",-8388,0,28,28530,12,3,1,1,0,1,1
"400",4200,0,41,48336,17,2,0,0,1,0,1
"401",0,0,31,12588,12,6,1,1,0,0,0
"402",1200,0,27,30162,8,5,1,0,0,0,0
"403",6200,0,49,19809,12,3,0,0,1,0,0
"404",-2200,0,30,14787,16,3,0,0,0,0,0
"405",500,0,49,20430,13,1,0,0,0,0,0
"406",45,0,38,11082,17,4,0,0,0,0,0
"407",26200,0,59,28284,12,2,1,0,0,0,1
"408",-8500,0,31,30315,13,4,1,0,0,0,1
"409",300,0,42,35700,12,2,0,0,0,0,0
"410",1700,0,45,45270,11,4,1,0,0,0,1
"411",100,0,48,23412,12,6,1,0,0,0,1
"412",25,0,34,12291,12,1,0,0,0,0,0
"413",-8000,0,47,39432,12,5,1,1,1,0,1
"414",-2752,0,61,49992,12,2,1,0,0,0,1
"415",-7100,0,31,58122,16,2,1,1,1,0,0
"416",0,0,61,25092,12,4,0,0,0,0,1
"417",86030,0,40,43203,12,4,1,1,0,1,1
"418",0,0,32,19200,14,1,0,0,0,0,0
"419",16699,0,26,29700,16,1,1,0,1,0,0
"420",-14551,0,36,104343,18,3,1,1,1,0,0
"421",1000,0,63,19764,12,6,0,0,1,0,1
"422",-3570,0,49,3840,14,2,1,0,0,0,1
"423",57500,0,35,81075,14,3,1,0,0,1,1
"424",-300,0,39,33078,16,1,0,0,0,0,0
"425",-16700,0,35,65010,14,4,1,1,0,0,0
"426",1100,0,60,30639,13,3,1,0,1,0,1
"427",3000,0,42,50937,14,5,1,1,0,0,1
"428",28000,0,53,108258,16,3,1,1,0,1,1
"429",7700,0,52,73110,16,2,1,1,1,1,1
"430",-3605,0,31,17127,12,2,1,0,0,0,1
"431",93501,0,48,79053,12,2,1,0,0,1,1
"432",-400,0,38,17700,12,1,0,0,0,0,1
"433",0,0,33,12240,10,6,1,0,0,0,0
"434",16549,0,26,11118,13,3,0,0,0,0,0
"435",120000,0,40,124932,17,4,1,1,0,1,1
"436",82200,0,25,28209,16,1,0,0,0,1,0
"437",48800,0,26,86820,18,1,0,0,0,1,0
"438",0,0,49,9612,12,2,0,0,0,0,0
"439",25,0,34,8400,13,3,1,0,0,0,0
"440",-3300,0,31,28146,12,5,1,0,0,0,1
"441",-7000,0,38,8130,12,5,0,0,0,0,0
"442",300,0,30,22722,16,1,0,0,0,0,0
"443",100,0,25,7044,5,4,1,0,0,0,0
"444",-15141,0,49,69555,18,4,1,1,1,0,1
"445",2258,0,32,13866,12,2,0,0,0,0,0
"446",-150,0,54,5400,12,2,0,0,0,0,1
"447",5649,0,45,35580,12,3,1,1,0,1,1
"448",-1,0,35,21630,11,5,0,0,1,0,0
"449",900,0,36,17820,12,4,1,0,0,0,1
"450",20000,0,32,28980,16,1,0,0,0,0,0
"451",137000,0,39,54900,18,3,1,0,0,1,1
"452",21000,0,35,92277,12,4,1,1,0,0,1
"453",346749,0,57,128550,16,2,1,0,0,1,1
"454",1800,0,52,19050,12,4,1,1,0,0,1
"455",-3000,0,34,46053,12,4,1,1,0,0,1
"456",17000,0,35,19464,12,4,0,0,1,0,1
"457",28057,0,39,36522,14,2,1,1,0,1,1
"458",16500,0,31,25560,16,3,1,0,0,0,0
"459",5500,0,39,29265,10,3,1,1,1,0,1
"460",-1000,0,27,15300,12,1,0,0,0,0,0
"461",10000,0,36,38100,16,1,0,0,0,1,0
"462",21050,0,37,47109,13,3,1,1,0,0,1
"463",0,0,32,36000,18,5,1,0,0,0,0
"464",23700,0,39,32100,16,1,0,0,1,1,1
"465",-151,0,40,49209,12,1,0,0,1,0,0
"466",-3000,0,41,20400,11,3,1,0,0,0,1
"467",0,0,40,13896,8,7,1,0,0,0,0
"468",-400,0,30,8400,12,2,0,0,0,0,0
"469",9199,0,49,101946,12,6,1,1,0,0,1
"470",0,0,39,13212,12,5,0,0,0,0,1
"471",50,0,36,13821,14,2,0,0,0,0,1
"472",79700,0,57,43350,12,2,1,0,0,1,1
"473",41999,0,38,51798,14,2,0,0,0,0,1
"474",1000,0,29,19254,14,3,0,0,0,0,1
"475",0,0,53,9990,12,1,0,0,0,0,0
"476",46500,0,33,41712,12,4,1,0,0,0,1
"477",-3100,0,28,21450,14,3,1,1,0,0,1
"478",34112,0,57,67098,18,1,0,0,1,1,1
"479",-200,0,31,19056,12,5,1,0,1,0,0
"480",-4199,0,27,44508,12,3,1,1,0,0,0
"481",200,0,38,8406,13,3,1,0,0,0,1
"482",0,0,28,10506,4,5,1,0,0,0,0
"483",2700,0,31,16527,12,1,0,0,0,0,0
"484",-6501,0,47,33780,13,5,1,1,0,0,1
"485",126098,0,52,103164,18,6,1,1,1,1,1
"486",-5901,0,52,67746,18,3,1,1,1,0,1
"487",-409000,0,40,115584,14,2,1,1,0,0,1
"488",-4900,0,28,20460,12,1,0,0,0,0,0
"489",1200,0,32,29700,12,3,0,0,0,0,1
"490",2999,0,56,16092,8,4,1,0,0,0,1
"491",-11950,0,43,25371,12,1,0,0,0,0,1
"492",-2900,0,51,35487,16,1,0,0,1,0,1
"493",-3970,0,45,64791,14,4,1,1,1,0,0
"494",-1915,0,60,25134,12,5,1,0,0,0,1
"495",0,0,54,44616,11,3,1,1,0,0,1
"496",-12900,0,34,29250,18,1,0,0,0,0,1
"497",0,0,40,27840,12,2,0,0,0,0,0
"498",0,0,36,3246,4,3,0,0,0,0,1
"499",-1334,0,31,36153,14,5,1,0,0,0,1
"500",76850,0,50,38400,12,2,1,1,0,1,1
"501",0,0,27,14655,12,3,0,0,0,0,0
"502",5,0,33,19200,13,1,0,0,1,0,0
"503",26000,0,36,77010,16,4,1,1,0,1,1
"504",32000,0,45,80550,13,3,1,1,1,1,0
"505",7900,0,34,56787,16,3,1,1,0,0,1
"506",-30240,0,25,85380,1,4,1,1,0,0,0
"507",-300,0,58,19986,11,3,1,0,0,0,1
"508",-3900,0,26,57975,16,1,0,0,0,0,1
"509",-800,0,27,28965,12,5,1,1,0,0,1
"510",-1214,0,33,9090,5,4,1,0,0,0,0
"511",2700,0,40,58974,16,5,1,1,1,1,1
"512",10399,0,40,29622,12,2,0,0,1,1,1
"513",0,0,48,10200,13,1,0,0,0,0,0
"514",-5400,0,55,23166,12,3,1,1,1,0,1
"515",2499,0,45,39207,15,3,0,0,1,0,1
